Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-05-23 00:00:00-04:00,449.9800109863281,453.69000244140625,448.9100036621094,450.17999267578125,16883500,0.0,0.0
2025-05-27 00:00:00-04:00,456.4800109863281,460.95001220703125,456.1199951171875,460.69000244140625,20974300,0.0,0.0
2025-05-28 00:00:00-04:00,461.2200012207031,462.5199890136719,456.92999267578125,457.3599853515625,17086300,0.0,0.0
2025-05-29 00:00:00-04:00,461.54998779296875,461.7200012207031,455.30999755859375,458.67999267578125,13974800,0.0,0.0
2025-05-30 00:00:00-04:00,459.7200012207031,461.67999267578125,455.5400085449219,460.3599853515625,34770500,0.0,0.0
2025-06-02 00:00:00-04:00,457.1400146484375,462.1099853515625,456.8900146484375,461.9700012207031,16626500,0.0,0.0
2025-06-03 00:00:00-04:00,461.4700012207031,464.1400146484375,460.8599853515625,462.9700012207031,15743800,0.0,0.0
2025-06-04 00:00:00-04:00,464.0,465.69000244140625,463.0199890136719,463.8699951171875,14162700,0.0,0.0
2025-06-05 00:00:00-04:00,464.9599914550781,469.6499938964844,464.0299987792969,467.67999267578125,20131700,0.0,0.0
2025-06-06 00:00:00-04:00,470.0899963378906,473.3399963378906,468.7799987792969,470.3800048828125,15285600,0.0,0.0
2025-06-09 00:00:00-04:00,469.70001220703125,473.42999267578125,468.6199951171875,472.75,16469900,0.0,0.0
2025-06-10 00:00:00-04:00,471.19000244140625,472.79998779296875,466.9599914550781,470.9200134277344,15375900,0.0,0.0
2025-06-11 00:00:00-04:00,470.0199890136719,475.4700012207031,469.6600036621094,472.6199951171875,16399200,0.0,0.0
2025-06-12 00:00:00-04:00,475.0199890136719,480.4200134277344,473.5199890136719,478.8699951171875,18950600,0.0,0.0
2025-06-13 00:00:00-04:00,476.4100036621094,479.17999267578125,472.760009765625,474.9599914550781,16814500,0.0,0.0
2025-06-16 00:00:00-04:00,475.2099914550781,480.69000244140625,475.0,479.1400146484375,15626100,0.0,0.0
2025-06-17 00:00:00-04:00,475.3999938964844,478.739990234375,474.0799865722656,478.0400085449219,15414100,0.0,0.0
2025-06-18 00:00:00-04:00,478.0,481.0,474.4599914550781,480.239990234375,17526500,0.0,0.0
2025-06-20 00:00:00-04:00,482.2300109863281,483.4599914550781,476.8699951171875,477.3999938964844,37576200,0.0,0.0
2025-06-23 00:00:00-04:00,478.2099914550781,487.75,472.510009765625,486.0,24864000,0.0,0.0
2025-06-24 00:00:00-04:00,488.95001220703125,491.8500061035156,486.79998779296875,490.1099853515625,22305600,0.0,0.0
2025-06-25 00:00:00-04:00,492.0400085449219,494.55999755859375,489.3900146484375,492.2699890136719,17495100,0.0,0.0
2025-06-26 00:00:00-04:00,492.9800109863281,498.0400085449219,492.80999755859375,497.45001220703125,21578900,0.0,0.0
2025-06-27 00:00:00-04:00,497.54998779296875,499.29998779296875,493.0299987792969,495.94000244140625,34539200,0.0,0.0
2025-06-30 00:00:00-04:00,497.0400085449219,500.760009765625,495.3299865722656,497.4100036621094,28369000,0.0,0.0
2025-07-01 00:00:00-04:00,496.4700012207031,498.04998779296875,490.9800109863281,492.04998779296875,19945400,0.0,0.0
2025-07-02 00:00:00-04:00,489.989990234375,493.5,488.70001220703125,491.0899963378906,16319600,0.0,0.0
2025-07-03 00:00:00-04:00,493.80999755859375,500.1300048828125,493.44000244140625,498.8399963378906,13984800,0.0,0.0
2025-07-07 00:00:00-04:00,497.3800048828125,498.75,495.2300109863281,497.7200012207031,13981600,0.0,0.0
2025-07-08 00:00:00-04:00,497.239990234375,498.20001220703125,494.1099853515625,496.6199951171875,11846600,0.0,0.0
2025-07-09 00:00:00-04:00,500.29998779296875,506.7799987792969,499.739990234375,503.510009765625,18659500,0.0,0.0
2025-07-10 00:00:00-04:00,503.04998779296875,504.44000244140625,497.75,501.4800109863281,16492100,0.0,0.0
2025-07-11 00:00:00-04:00,498.4700012207031,505.0299987792969,497.79998779296875,503.32000732421875,16459500,0.0,0.0
2025-07-14 00:00:00-04:00,501.5199890136719,503.9700012207031,501.0299987792969,503.0199890136719,12058800,0.0,0.0
2025-07-15 00:00:00-04:00,503.0199890136719,508.29998779296875,502.7900085449219,505.82000732421875,14927200,0.0,0.0
2025-07-16 00:00:00-04:00,505.17999267578125,506.7200012207031,501.8900146484375,505.6199951171875,15154400,0.0,0.0
2025-07-17 00:00:00-04:00,505.67999267578125,513.3699951171875,505.6199951171875,511.70001220703125,17503100,0.0,0.0
2025-07-18 00:00:00-04:00,514.47998046875,514.6400146484375,507.42999267578125,510.04998779296875,21209700,0.0,0.0
2025-07-21 00:00:00-04:00,506.7099914550781,512.0900268554688,505.54998779296875,510.05999755859375,14066800,0.0,0.0
2025-07-22 00:00:00-04:00,510.9700012207031,511.20001220703125,505.2699890136719,505.2699890136719,13868600,0.0,0.0
2025-07-23 00:00:00-04:00,506.75,506.7900085449219,500.70001220703125,505.8699951171875,16396600,0.0,0.0
2025-07-24 00:00:00-04:00,508.7699890136719,513.6699829101562,507.29998779296875,510.8800048828125,16107000,0.0,0.0
2025-07-25 00:00:00-04:00,512.469970703125,518.2899780273438,510.3599853515625,513.7100219726562,19106400,0.0,0.0
